"","X","ORIGIN_AIRPORT","DAY_OF_WEEK","LATITUDE","LONGITUDE","mean_delay","delay"
"1666",4311813,"PIA",4,40.66424,-89.69331,0.942857142857143,-1
"1667",4311816,"PIA",1,40.66424,-89.69331,5.89274447949527,-1
"1668",4316469,"PIB",3,31.46715,-89.33706,16.5744680851064,1
"1669",4316470,"PIB",4,31.46715,-89.33706,8.24731182795699,-1
"1670",4316471,"PIB",5,31.46715,-89.33706,11.6526315789474,1
"1671",4316472,"PIB",2,31.46715,-89.33706,1,-1
"1672",4316473,"PIB",6,31.46715,-89.33706,9.0752688172043,-1
"1673",4316475,"PIB",1,31.46715,-89.33706,0.851063829787234,-1
"1674",4316478,"PIB",7,31.46715,-89.33706,10.4375,1
"1675",4317042,"PIH",4,42.91131,-112.59586,-1.34653465346535,-1
"1676",4317043,"PIH",1,42.91131,-112.59586,12.1372549019608,1
"1677",4317044,"PIH",6,42.91131,-112.59586,-0.519607843137255,-1
"1678",4317048,"PIH",5,42.91131,-112.59586,-2.68,-1
"1679",4317049,"PIH",3,42.91131,-112.59586,6.87755102040816,-1
"1680",4317055,"PIH",7,42.91131,-112.59586,-5.89795918367347,-1
"1681",4317059,"PIH",2,42.91131,-112.59586,5.16,-1
"1682",4317696,"PIT",1,40.49147,-80.23287,-0.340845070422535,-1
"1683",4317697,"PIT",4,40.49147,-80.23287,-1.23964581548129,-1
"1684",4317698,"PIT",5,40.49147,-80.23287,-1.99775973116774,-1
"1685",4317699,"PIT",6,40.49147,-80.23287,0.0552579644770228,-1
"1686",4317703,"PIT",3,40.49147,-80.23287,-1.9488266892847,-1
"1687",4317705,"PIT",2,40.49147,-80.23287,-1.64531478770132,-1
"1688",4317713,"PIT",7,40.49147,-80.23287,-1.3670690188796,-1
"1689",4341814,"PLN",7,45.57093,-84.79672,1.3302752293578,-1
"1690",4341815,"PLN",4,45.57093,-84.79672,13.0818181818182,1
"1691",4341816,"PLN",5,45.57093,-84.79672,8.84821428571429,-1
"1692",4341817,"PLN",3,45.57093,-84.79672,8.45454545454546,-1
"1693",4341818,"PLN",2,45.57093,-84.79672,6.48148148148148,-1
"1694",4341829,"PLN",6,45.57093,-84.79672,5.01190476190476,-1
"1695",4341831,"PLN",1,45.57093,-84.79672,9.4639175257732,-1
"1696",4342567,"PNS",7,30.47331,-87.18744,3.92021857923497,-1
"1697",4342568,"PNS",6,30.47331,-87.18744,4.59539473684211,-1
"1698",4342569,"PNS",1,30.47331,-87.18744,5.7276736493936,-1
"1699",4342572,"PNS",2,30.47331,-87.18744,6.46320346320346,-1
"1700",4342576,"PNS",5,30.47331,-87.18744,3.89760348583878,-1
"1701",4342577,"PNS",4,30.47331,-87.18744,-1.08951965065502,-1
"1702",4342582,"PNS",3,30.47331,-87.18744,1.55982436882547,-1
"1703",4349101,"PPG",5,14.33102,-170.71053,13.9791666666667,1
"1704",4349102,"PPG",1,14.33102,-170.71053,77.0833333333333,1
"1705",4349105,"PPG",3,14.33102,-170.71053,14.8478260869565,1
"1706",4349208,"PSC",5,46.26468,-119.11903,1.19662921348315,-1
"1707",4349209,"PSC",1,46.26468,-119.11903,0.327683615819209,-1
"1708",4349210,"PSC",6,46.26468,-119.11903,-0.148876404494382,-1
"1709",4349211,"PSC",3,46.26468,-119.11903,1.5070821529745,-1
"1710",4349212,"PSC",2,46.26468,-119.11903,1.67246376811594,-1
"1711",4349223,"PSC",4,46.26468,-119.11903,0.231833910034602,-1
"1712",4349225,"PSC",7,46.26468,-119.11903,-0.686217008797654,-1
"1713",4351641,"PSE",7,18.0083,-66.56301,-2.48571428571429,-1
"1714",4351642,"PSE",1,18.0083,-66.56301,-4.53921568627451,-1
"1715",4351643,"PSE",5,18.0083,-66.56301,-7.00943396226415,-1
"1716",4351644,"PSE",2,18.0083,-66.56301,-2.32407407407407,-1
"1717",4351648,"PSE",6,18.0083,-66.56301,-3.46601941747573,-1
"1718",4351650,"PSE",4,18.0083,-66.56301,-4.42056074766355,-1
"1719",4351656,"PSE",3,18.0083,-66.56301,-6.57009345794393,-1
"1720",4352390,"PSG",5,56.80165,-132.94528,2.88297872340426,-1
"1721",4352391,"PSG",6,56.80165,-132.94528,8.28723404255319,-1
"1722",4352392,"PSG",1,56.80165,-132.94528,4.29787234042553,-1
"1723",4352393,"PSG",4,56.80165,-132.94528,1.3,-1
"1724",4352394,"PSG",2,56.80165,-132.94528,14.8666666666667,1
"1725",4352397,"PSG",3,56.80165,-132.94528,7.35106382978723,-1
"1726",4352400,"PSG",7,56.80165,-132.94528,-0.166666666666667,-1
"1727",4353054,"PSP",3,33.82922,-116.50625,8.1530612244898,-1
"1728",4353055,"PSP",6,33.82922,-116.50625,7.09634551495017,-1
"1729",4353056,"PSP",5,33.82922,-116.50625,3.67173738991193,-1
"1730",4353057,"PSP",1,33.82922,-116.50625,5.80247869868319,-1
"1731",4353058,"PSP",7,33.82922,-116.50625,6.1121568627451,-1
"1732",4353062,"PSP",2,33.82922,-116.50625,2.48177496038035,-1
"1733",4353064,"PSP",4,33.82922,-116.50625,8.64580152671756,-1
"1734",4362041,"PUB",5,38.28909,-104.49657,-2.63636363636364,-1
"1735",4362043,"PUB",1,38.28909,-104.49657,3.38636363636364,-1
"1736",4362044,"PUB",4,38.28909,-104.49657,-1.51219512195122,-1
"1737",4362045,"PUB",3,38.28909,-104.49657,-5.73170731707317,-1
"1738",4362047,"PUB",6,38.28909,-104.49657,14.5,1
"1739",4362049,"PUB",2,38.28909,-104.49657,-3.52380952380952,-1
"1740",4362057,"PUB",7,38.28909,-104.49657,14.5454545454545,1
"1741",4362305,"PVD",1,41.724,-71.42822,-0.720388349514563,-1
"1742",4362307,"PVD",2,41.724,-71.42822,2.11946902654867,-1
"1743",4362311,"PVD",7,41.724,-71.42822,1.5898533007335,-1
"1744",4362312,"PVD",3,41.724,-71.42822,3.40911930043723,-1
"1745",4362313,"PVD",5,41.724,-71.42822,-0.459408432976715,-1
"1746",4362316,"PVD",6,41.724,-71.42822,-1.76974169741697,-1
"1747",4362322,"PVD",4,41.724,-71.42822,-1.97722567287785,-1
"1748",4373363,"PWM",4,43.64617,-70.30875,3.86917293233083,-1
"1749",4373364,"PWM",2,43.64617,-70.30875,7.51993620414673,-1
"1750",4373365,"PWM",7,43.64617,-70.30875,2.40500736377025,-1
"1751",4373366,"PWM",1,43.64617,-70.30875,6.45454545454545,-1
"1752",4373368,"PWM",3,43.64617,-70.30875,0.00771604938271605,-1
"1753",4373369,"PWM",5,43.64617,-70.30875,-0.75716694772344,-1
"1754",4373377,"PWM",6,43.64617,-70.30875,3.77625570776256,-1
"1755",4378044,"RAP",3,44.04532,-103.05737,6.74248927038627,-1
"1756",4378046,"RAP",1,44.04532,-103.05737,3.58797327394209,-1
"1757",4378047,"RAP",5,44.04532,-103.05737,4.21145374449339,-1
"1758",4378050,"RAP",4,44.04532,-103.05737,2.83010752688172,-1
"1759",4378051,"RAP",7,44.04532,-103.05737,2.47084233261339,-1
"1760",4378054,"RAP",2,44.04532,-103.05737,2.44075829383886,-1
"1761",4378075,"RAP",6,44.04532,-103.05737,1.77405857740586,-1
"1762",4381309,"RDD",7,40.50898,-122.2934,1.91,-1
"1763",4381310,"RDD",5,40.50898,-122.2934,1.88118811881188,-1
"1764",4381311,"RDD",4,40.50898,-122.2934,-4.40384615384615,-1
"1765",4381314,"RDD",1,40.50898,-122.2934,4.18811881188119,-1
"1766",4381315,"RDD",3,40.50898,-122.2934,-2.92783505154639,-1
"1767",4381318,"RDD",6,40.50898,-122.2934,-1.47058823529412,-1
"1768",4381336,"RDD",2,40.50898,-122.2934,2.20792079207921,-1
"1769",4382036,"RDM",5,44.25407,-121.14996,1.715625,-1
"1770",4382037,"RDM",7,44.25407,-121.14996,3.44736842105263,-1
"1771",4382038,"RDM",2,44.25407,-121.14996,3.18791946308725,-1
"1772",4382039,"RDM",1,44.25407,-121.14996,0.77741935483871,-1
"1773",4382041,"RDM",3,44.25407,-121.14996,-1.62091503267974,-1
"1774",4382044,"RDM",4,44.25407,-121.14996,-1.79699248120301,-1
"1775",4382048,"RDM",6,44.25407,-121.14996,4.05714285714286,-1
"1776",4384188,"RDU",5,35.87764,-78.78747,6.52012917115178,-1
"1777",4384189,"RDU",3,35.87764,-78.78747,5.70548394144636,-1
"1778",4384190,"RDU",1,35.87764,-78.78747,4.43948497854077,-1
"1779",4384191,"RDU",4,35.87764,-78.78747,6.7128116938951,-1
"1780",4384193,"RDU",6,35.87764,-78.78747,4.08616634594826,-1
"1781",4384196,"RDU",2,35.87764,-78.78747,1.37722108942616,-1
"1782",4384203,"RDU",7,35.87764,-78.78747,2.27855530474041,-1
"1783",4416084,"RHI",6,45.63119,-89.46745,6.60992907801418,-1
"1784",4416085,"RHI",1,45.63119,-89.46745,8.19858156028369,-1
"1785",4416087,"RHI",2,45.63119,-89.46745,8.08510638297872,-1
"1786",4416088,"RHI",4,45.63119,-89.46745,6.83687943262411,-1
"1787",4416089,"RHI",5,45.63119,-89.46745,3.12857142857143,-1
"1788",4416090,"RHI",7,45.63119,-89.46745,8.6989247311828,-1
"1789",4416092,"RHI",3,45.63119,-89.46745,0.8,-1
"1790",4417038,"RIC",1,37.50517,-77.31967,8.18850267379679,-1
"1791",4417039,"RIC",5,37.50517,-77.31967,4.64687359424201,-1
"1792",4417040,"RIC",6,37.50517,-77.31967,8.66767895878525,-1
"1793",4417041,"RIC",3,37.50517,-77.31967,8.88140161725067,-1
"1794",4417043,"RIC",2,37.50517,-77.31967,3.15299823633157,-1
"1795",4417046,"RIC",7,37.50517,-77.31967,4.83746736292428,-1
"1796",4417064,"RIC",4,37.50517,-77.31967,1.93154619435136,-1
"1797",4432393,"RKS",1,41.59422,-109.06519,-5.8019801980198,-1
"1798",4432395,"RKS",2,41.59422,-109.06519,6.21782178217822,-1
"1799",4432397,"RKS",6,41.59422,-109.06519,3.25252525252525,-1
"1800",4432399,"RKS",3,41.59422,-109.06519,-2.80769230769231,-1
"1801",4432403,"RKS",4,41.59422,-109.06519,7.41176470588235,-1
"1802",4432405,"RKS",7,41.59422,-109.06519,2.44444444444444,-1
"1803",4432424,"RKS",5,41.59422,-109.06519,-8.82,-1
"1804",4433083,"RNO",1,39.49858,-119.76806,6.63978779840849,-1
"1805",4433084,"RNO",4,39.49858,-119.76806,4.72805600430802,-1
"1806",4433085,"RNO",6,39.49858,-119.76806,3.10862619808307,-1
"1807",4433086,"RNO",7,39.49858,-119.76806,5.58955223880597,-1
"1808",4433088,"RNO",3,39.49858,-119.76806,5.8512709572742,-1
"1809",4433091,"RNO",5,39.49858,-119.76806,2.24775583482944,-1
"1810",4433117,"RNO",2,39.49858,-119.76806,8.15095367847411,-1
"1811",4446094,"ROA",5,37.32547,-79.97543,9.26865671641791,-1
"1812",4446096,"ROA",4,37.32547,-79.97543,4.19033232628399,-1
"1813",4446097,"ROA",2,37.32547,-79.97543,6.57514450867052,-1
"1814",4446099,"ROA",3,37.32547,-79.97543,8.45783132530121,-1
"1815",4446102,"ROA",1,37.32547,-79.97543,7.73652694610778,-1
"1816",4446111,"ROA",6,37.32547,-79.97543,8.32286995515695,-1
"1817",4446119,"ROA",7,37.32547,-79.97543,8.47784810126582,-1
"1818",4448376,"ROC",6,43.11887,-77.67238,4.08206106870229,-1
"1819",4448377,"ROC",5,43.11887,-77.67238,1.68411386593205,-1
"1820",4448378,"ROC",3,43.11887,-77.67238,1.14311926605505,-1
"1821",4448379,"ROC",2,43.11887,-77.67238,1.05492424242424,-1
"1822",4448380,"ROC",1,43.11887,-77.67238,-0.915479582146249,-1
"1823",4448385,"ROC",4,43.11887,-77.67238,-1.45936794582393,-1
"1824",4448394,"ROC",7,43.11887,-77.67238,0.504911591355599,-1
"1825",4455824,"ROW",2,33.30156,-104.53056,6.11450381679389,-1
"1826",4455825,"ROW",7,33.30156,-104.53056,-1.65413533834586,-1
"1827",4455827,"ROW",3,33.30156,-104.53056,6.72592592592593,-1
"1828",4455832,"ROW",1,33.30156,-104.53056,13.7611940298507,1
"1829",4455833,"ROW",4,33.30156,-104.53056,7.0381679389313,-1
"1830",4455834,"ROW",6,33.30156,-104.53056,4.93162393162393,-1
"1831",4455838,"ROW",5,33.30156,-104.53056,10.6791044776119,1
"1832",4456798,"RST",4,43.90883,-92.49799,6.96727272727273,-1
"1833",4456799,"RST",5,43.90883,-92.49799,0.627177700348432,-1
"1834",4456800,"RST",7,43.90883,-92.49799,7.10884353741497,-1
"1835",4456801,"RST",1,43.90883,-92.49799,6.42508710801394,-1
"1836",4456802,"RST",6,43.90883,-92.49799,2.82229965156794,-1
"1837",4456812,"RST",2,43.90883,-92.49799,0.50936329588015,-1
"1838",4456832,"RST",3,43.90883,-92.49799,2.59124087591241,-1
"1839",4458852,"RSW",3,26.53617,-81.75517,5.1439894319683,-1
"1840",4458854,"RSW",7,26.53617,-81.75517,4.50091599057838,-1
"1841",4458855,"RSW",4,26.53617,-81.75517,3.49549788135593,-1
"1842",4458856,"RSW",1,26.53617,-81.75517,5.18429158110883,-1
"1843",4458858,"RSW",2,26.53617,-81.75517,3.54865150713908,-1
"1844",4458860,"RSW",5,26.53617,-81.75517,3.26139742319128,-1
"1845",4458875,"RSW",6,26.53617,-81.75517,2.86933888599688,-1
"1846",4486202,"SAF",4,35.61678,-106.08814,4.1219512195122,-1
"1847",4486203,"SAF",2,35.61678,-106.08814,6.12558139534884,-1
"1848",4486204,"SAF",1,35.61678,-106.08814,7.86893203883495,-1
"1849",4486205,"SAF",3,35.61678,-106.08814,8.13875598086124,-1
"1850",4486207,"SAF",7,35.61678,-106.08814,12.5797101449275,1
"1851",4486215,"SAF",5,35.61678,-106.08814,13.8201058201058,1
"1852",4486218,"SAF",6,35.61678,-106.08814,5.95588235294118,-1
"1853",4487706,"SAN",3,32.73356,-117.18966,4.08444832266822,-1
"1854",4487708,"SAN",5,32.73356,-117.18966,3.93831589436971,-1
"1855",4487709,"SAN",4,32.73356,-117.18966,1.92403694968553,-1
"1856",4487710,"SAN",2,32.73356,-117.18966,3.68790738398677,-1
"1857",4487711,"SAN",6,32.73356,-117.18966,4.29489094711682,-1
"1858",4487712,"SAN",1,32.73356,-117.18966,0.805700988947062,-1
"1859",4487724,"SAN",7,32.73356,-117.18966,4.21302136317396,-1
"1860",4557913,"SAT",5,29.53369,-98.46978,2.47959183673469,-1
"1861",4557914,"SAT",1,29.53369,-98.46978,1.95551479018574,-1
"1862",4557915,"SAT",2,29.53369,-98.46978,2.4244555353902,-1
"1863",4557916,"SAT",7,29.53369,-98.46978,3.19890510948905,-1
"1864",4557917,"SAT",3,29.53369,-98.46978,3.36236213235294,-1
"1865",4557921,"SAT",4,29.53369,-98.46978,-0.700060532687651,-1
"1866",4557938,"SAT",6,29.53369,-98.46978,1.78128007699711,-1
"1867",4587701,"SAV",3,32.12758,-81.20214,8.14447592067989,-1
"1868",4587702,"SAV",7,32.12758,-81.20214,8.60467380720545,-1
"1869",4587703,"SAV",2,32.12758,-81.20214,3.31564245810056,-1
"1870",4587704,"SAV",1,32.12758,-81.20214,6.970946579194,-1
"1871",4587705,"SAV",4,32.12758,-81.20214,3.67917448405253,-1
"1872",4587706,"SAV",6,32.12758,-81.20214,4.49255213505462,-1
"1873",4587707,"SAV",5,32.12758,-81.20214,5.5,-1
"1874",4595243,"SBA",7,34.42621,-119.84037,7.31693363844394,-1
"1875",4595245,"SBA",6,34.42621,-119.84037,6.05687203791469,-1
"1876",4595246,"SBA",1,34.42621,-119.84037,1.98083427282976,-1
"1877",4595247,"SBA",4,34.42621,-119.84037,6.51279069767442,-1
"1878",4595248,"SBA",3,34.42621,-119.84037,5.37308146399056,-1
"1879",4595250,"SBA",2,34.42621,-119.84037,-1.55540166204986,-1
"1880",4595256,"SBA",5,34.42621,-119.84037,8.03317535545024,-1
"1881",4601260,"SBN",2,41.70895,-86.31847,18.8423423423423,1
"1882",4601261,"SBN",1,41.70895,-86.31847,11.0126782884311,1
"1883",4601263,"SBN",7,41.70895,-86.31847,8.07120743034056,-1
"1884",4601265,"SBN",5,41.70895,-86.31847,5.64555052790347,-1
"1885",4601270,"SBN",3,41.70895,-86.31847,6.40307692307692,-1
"1886",4601275,"SBN",4,41.70895,-86.31847,3.22526315789474,-1
"1887",4601277,"SBN",6,41.70895,-86.31847,7.33660130718954,-1
"1888",4605714,"SBP",1,35.23706,-120.64239,7.22022471910112,-1
"1889",4605715,"SBP",5,35.23706,-120.64239,4.20785219399538,-1
"1890",4605716,"SBP",7,35.23706,-120.64239,2.72789115646259,-1
"1891",4605717,"SBP",3,35.23706,-120.64239,5.46741573033708,-1
"1892",4605723,"SBP",6,35.23706,-120.64239,5.96064814814815,-1
"1893",4605725,"SBP",4,35.23706,-120.64239,-3.42045454545455,-1
"1894",4605733,"SBP",2,35.23706,-120.64239,9.84074941451991,-1
"1895",4608848,"SCC",5,70.19476,-148.46516,2.15555555555556,-1
"1896",4608849,"SCC",1,70.19476,-148.46516,-3.35971223021583,-1
"1897",4608850,"SCC",6,70.19476,-148.46516,7.17204301075269,-1
"1898",4608854,"SCC",3,70.19476,-148.46516,1.05555555555556,-1
"1899",4608858,"SCC",4,70.19476,-148.46516,-0.613636363636364,-1
"1900",4608866,"SCC",7,70.19476,-148.46516,1.83333333333333,-1
"1901",4608876,"SCC",2,70.19476,-148.46516,1.57894736842105,-1
"1902",4609702,"SCE",7,40.85121,-77.8463,14,1
"1903",4609703,"SCE",4,40.85121,-77.8463,5.73913043478261,-1
"1904",4609705,"SCE",1,40.85121,-77.8463,8.2396694214876,-1
"1905",4609706,"SCE",5,40.85121,-77.8463,5.46341463414634,-1
"1906",4609707,"SCE",6,40.85121,-77.8463,4.94488188976378,-1
"1907",4609710,"SCE",3,40.85121,-77.8463,3.33834586466165,-1
"1908",4609719,"SCE",2,40.85121,-77.8463,1.94326241134752,-1
"1909",4610613,"SDF",4,38.17439,-85.736,3.73889268626111,-1
"1910",4610614,"SDF",6,38.17439,-85.736,3.72922252010724,-1
"1911",4610615,"SDF",5,38.17439,-85.736,4.1233681462141,-1
"1912",4610619,"SDF",3,38.17439,-85.736,6.3127147766323,-1
"1913",4610622,"SDF",2,38.17439,-85.736,3.79487179487179,-1
"1914",4610625,"SDF",7,38.17439,-85.736,0.714798206278027,-1
"1915",4610626,"SDF",1,38.17439,-85.736,-0.478229835831549,-1
"1916",4620817,"SEA",3,47.44898,-122.30931,3.71534683855126,-1
"1917",4620818,"SEA",1,47.44898,-122.30931,2.67356394795303,-1
"1918",4620819,"SEA",6,47.44898,-122.30931,1.55913711877015,-1
"1919",4620821,"SEA",4,47.44898,-122.30931,3.52848808341609,-1
"1920",4620823,"SEA",2,47.44898,-122.30931,3.94486215538847,-1
"1921",4620824,"SEA",5,47.44898,-122.30931,1.22532929492146,-1
"1922",4620826,"SEA",7,47.44898,-122.30931,3.99427917620137,-1
"1923",4731716,"SFO",5,37.619,-122.37484,9.42322425808834,-1
"1924",4731717,"SFO",1,37.619,-122.37484,5.14165683266462,-1
"1925",4731719,"SFO",3,37.619,-122.37484,2.83876047987401,-1
"1926",4731720,"SFO",2,37.619,-122.37484,7.43526094392826,-1
"1927",4731724,"SFO",7,37.619,-122.37484,7.36078468093076,-1
"1928",4731734,"SFO",4,37.619,-122.37484,-0.658688449674397,-1
"1929",4731737,"SFO",6,37.619,-122.37484,7.57512650836902,-1
"1930",4879724,"SGF",2,37.24433,-93.38686,14.9876265466817,1
"1931",4879725,"SGF",1,37.24433,-93.38686,8.74804905239688,-1
"1932",4879727,"SGF",5,37.24433,-93.38686,10.3553811659193,1
"1933",4879728,"SGF",7,37.24433,-93.38686,10.6585094549499,1
"1934",4879729,"SGF",6,37.24433,-93.38686,6.50551876379691,-1
"1935",4879731,"SGF",4,37.24433,-93.38686,5.33609958506224,-1
"1936",4879756,"SGF",3,37.24433,-93.38686,9.27020506634499,-1
"1937",4885960,"SGU",2,37.09058,-113.59306,1.47876447876448,-1
"1938",4885961,"SGU",3,37.09058,-113.59306,8.22433460076046,-1
"1939",4885962,"SGU",7,37.09058,-113.59306,5.46007604562738,-1
"1940",4885966,"SGU",6,37.09058,-113.59306,-1.51574803149606,-1
"1941",4885969,"SGU",1,37.09058,-113.59306,-0.369047619047619,-1
"1942",4885972,"SGU",4,37.09058,-113.59306,-0.32579185520362,-1
"1943",4885991,"SGU",5,37.09058,-113.59306,-0.449612403100775,-1
"1944",4887737,"SHV",3,32.44663,-93.8256,12.359410430839,1
"1945",4887739,"SHV",4,32.44663,-93.8256,10.6763392857143,1
"1946",4887742,"SHV",1,32.44663,-93.8256,11.6528555431131,1
"1947",4887743,"SHV",5,32.44663,-93.8256,9.09396751740139,-1
"1948",4887744,"SHV",7,32.44663,-93.8256,7.40459770114943,-1
"1949",4887745,"SHV",6,32.44663,-93.8256,6.77448071216617,-1
"1950",4887761,"SHV",2,32.44663,-93.8256,10.6830409356725,1
"1951",4893836,"SIT",6,57.04714,-135.3616,1.6839378238342,-1
"1952",4893837,"SIT",5,57.04714,-135.3616,6.14659685863874,-1
"1953",4893839,"SIT",3,57.04714,-135.3616,-0.263157894736842,-1
"1954",4893840,"SIT",1,57.04714,-135.3616,0.849462365591398,-1
"1955",4893841,"SIT",4,57.04714,-135.3616,4.75138121546961,-1
"1956",4893843,"SIT",7,57.04714,-135.3616,0.197860962566845,-1
"1957",4893844,"SIT",2,57.04714,-135.3616,0.365979381443299,-1
"1958",4895178,"SJC",3,37.36186,-121.92901,5.26275730842415,-1
"1959",4895180,"SJC",7,37.36186,-121.92901,3.04924174843889,-1
"1960",4895182,"SJC",2,37.36186,-121.92901,2.97642980935875,-1
"1961",4895183,"SJC",6,37.36186,-121.92901,6.85414462081129,-1
"1962",4895186,"SJC",5,37.36186,-121.92901,7.39992971358285,-1
"1963",4895187,"SJC",4,37.36186,-121.92901,2.66088486676722,-1
"1964",4895189,"SJC",1,37.36186,-121.92901,7.26683291770574,-1
"1965",4933378,"SJT",7,31.35775,-100.49631,7.58371040723982,-1
"1966",4933380,"SJT",1,31.35775,-100.49631,8.54077253218884,-1
"1967",4933382,"SJT",4,31.35775,-100.49631,6.67811158798283,-1
"1968",4933383,"SJT",5,31.35775,-100.49631,1.71555555555556,-1
"1969",4933385,"SJT",3,31.35775,-100.49631,6.15695067264574,-1
"1970",4933388,"SJT",2,31.35775,-100.49631,1.98578199052133,-1
"1971",4933406,"SJT",6,31.35775,-100.49631,0.955882352941177,-1
"1972",4935006,"SJU",6,18.43942,-66.00183,2.34117988956699,-1
"1973",4935008,"SJU",1,18.43942,-66.00183,3.29671332927572,-1
"1974",4935009,"SJU",7,18.43942,-66.00183,0.937728937728938,-1
"1975",4935010,"SJU",2,18.43942,-66.00183,3.37891908032248,-1
"1976",4935017,"SJU",3,18.43942,-66.00183,1.25410080524903,-1
"1977",4935018,"SJU",4,18.43942,-66.00183,3.27803617571059,-1
"1978",4935074,"SJU",5,18.43942,-66.00183,2.9576359832636,-1
"1979",4959662,"SLC",3,40.78839,-111.97777,2.5500515995872,-1
"1980",4959663,"SLC",5,40.78839,-111.97777,1.54680192819627,-1
"1981",4959665,"SLC",2,40.78839,-111.97777,0.603011539544047,-1
"1982",4959667,"SLC",4,40.78839,-111.97777,0.456056673914568,-1
"1983",4959669,"SLC",7,40.78839,-111.97777,0.350662298817832,-1
"1984",4959671,"SLC",1,40.78839,-111.97777,-1.03153664715646,-1
"1985",4959672,"SLC",6,40.78839,-111.97777,0.399277262098774,-1
"1986",5056872,"SMF",5,38.69542,-121.59077,6.04246550797348,-1
"1987",5056873,"SMF",7,38.69542,-121.59077,3.71619886259402,-1
"1988",5056875,"SMF",2,38.69542,-121.59077,4.09710144927536,-1
"1989",5056877,"SMF",3,38.69542,-121.59077,7.40549390576678,-1
"1990",5056878,"SMF",4,38.69542,-121.59077,7.07366684991754,-1
"1991",5056880,"SMF",1,38.69542,-121.59077,2.30581478822685,-1
"1992",5056882,"SMF",6,38.69542,-121.59077,6.86282578875171,-1
"1993",5094084,"SMX",1,34.89925,-120.45758,9.21276595744681,-1
"1994",5094085,"SMX",6,34.89925,-120.45758,10.1578947368421,1
"1995",5094086,"SMX",3,34.89925,-120.45758,1.33684210526316,-1
"1996",5094087,"SMX",7,34.89925,-120.45758,5.28723404255319,-1
"1997",5094090,"SMX",5,34.89925,-120.45758,1.95505617977528,-1
"1998",5094092,"SMX",4,34.89925,-120.45758,3.46739130434783,-1
"1999",5094103,"SMX",2,34.89925,-120.45758,9.52688172043011,-1
"2000",5094748,"SNA",4,33.67566,-117.86822,3.17183897854229,-1
"2001",5094750,"SNA",2,33.67566,-117.86822,0.980109489051095,-1
"2002",5094751,"SNA",5,33.67566,-117.86822,0.187677556818182,-1
"2003",5094753,"SNA",7,33.67566,-117.86822,2.26777336701552,-1
"2004",5094755,"SNA",3,33.67566,-117.86822,2.13876732312181,-1
"2005",5094761,"SNA",1,33.67566,-117.86822,-1.34624937903626,-1
"2006",5094773,"SNA",6,33.67566,-117.86822,3.58450560652396,-1
"2007",5131935,"SPI",5,39.84395,-89.67762,4.36111111111111,-1
"2008",5131937,"SPI",1,39.84395,-89.67762,10.6990740740741,1
"2009",5131938,"SPI",2,39.84395,-89.67762,13.8227272727273,1
"2010",5131939,"SPI",6,39.84395,-89.67762,13.7709251101322,1
"2011",5131940,"SPI",7,39.84395,-89.67762,3.08144796380091,-1
"2012",5131943,"SPI",3,39.84395,-89.67762,-1.60606060606061,-1
"2013",5131945,"SPI",4,39.84395,-89.67762,10.8219178082192,1
"2014",5133522,"SPS",6,33.9888,-98.49189,9.30538922155689,-1
"2015",5133523,"SPS",3,33.9888,-98.49189,15.1454545454545,1
"2016",5133526,"SPS",2,33.9888,-98.49189,0.650887573964497,-1
"2017",5133527,"SPS",4,33.9888,-98.49189,3.97647058823529,-1
"2018",5133528,"SPS",1,33.9888,-98.49189,9.82738095238095,-1
"2019",5133530,"SPS",5,33.9888,-98.49189,7.44311377245509,-1
"2020",5133543,"SPS",7,33.9888,-98.49189,-1.35975609756098,-1
"2021",5134756,"SRQ",7,27.39533,-82.55411,5.26315789473684,-1
"2022",5134757,"SRQ",4,27.39533,-82.55411,5.72025052192067,-1
"2023",5134759,"SRQ",1,27.39533,-82.55411,7.54507337526205,-1
"2024",5134760,"SRQ",6,27.39533,-82.55411,6.97703549060543,-1
"2025",5134763,"SRQ",3,27.39533,-82.55411,4.32558139534884,-1
"2026",5134775,"SRQ",5,27.39533,-82.55411,2.2549889135255,-1
"2027",5134776,"SRQ",2,27.39533,-82.55411,-0.518595041322314,-1
"2028",5138127,"STC",4,45.54532,-94.05834,32.7272727272727,1
"2029",5138128,"STC",5,45.54532,-94.05834,27.6,1
"2030",5138131,"STC",3,45.54532,-94.05834,19.4166666666667,1
"2031",5138135,"STC",7,45.54532,-94.05834,35.5714285714286,1
"2032",5138139,"STC",1,45.54532,-94.05834,-2,-1
"2033",5138145,"STC",2,45.54532,-94.05834,12.4,1
"2034",5138148,"STC",6,45.54532,-94.05834,8.58333333333333,-1
"2035",5138209,"STL",5,38.74769,-90.35999,6.27151462994837,-1
"2036",5138210,"STL",7,38.74769,-90.35999,4.2825246887076,-1
"2037",5138211,"STL",6,38.74769,-90.35999,4.17888480045287,-1
"2038",5138212,"STL",3,38.74769,-90.35999,5.98336737671433,-1
"2039",5138213,"STL",1,38.74769,-90.35999,4.38812518280199,-1
"2040",5138216,"STL",2,38.74769,-90.35999,1.39263565891473,-1
"2041",5138231,"STL",4,38.74769,-90.35999,3.19035532994924,-1
"2042",5185172,"STT",7,18.33731,-64.97336,9.71611721611722,-1
"2043",5185173,"STT",3,18.33731,-64.97336,0.471774193548387,-1
"2044",5185175,"STT",5,18.33731,-64.97336,0.586407766990291,-1
